,timestamp,open,high,low,close,highest_close,wvf,lowest_close,wvfl,wvf_mid,wvf_std,upperBand,lowerBand,wvfl_mid,wvfl_std,upperBandl,lowerBandl,rangeHigh,rangeLow,rangeHighl,rangeLowl,last_bullish,last_bearish
56,1735533660,23761.45,23777.3,23759.95,23775.7,23777.65,0.0744396523626209,23713.1,-0.2707364283876875,,,,,,,,,,,,,False,False
57,1735533720,23776.95,23785.4,23770.9,23777.5,23777.65,0.028388003019642394,23713.1,-0.304894762810442,,,,,,,,,,,,,False,False
58,1735533780,23778.1,23782.8,23775.65,23782.4,23782.4,0.028382333153928956,23713.1,-0.2939303591685639,,,,,,,,,,,,,False,False
59,1735533840,23781.9,23785.1,23779.2,23779.95,23782.4,0.013455328310013823,23713.1,-0.303629639313291,,,,,,,,,,,,,False,False
60,1735533900,23779.7,23785.3,23777.85,23781.65,23782.4,0.019131794940808793,23713.1,-0.3044730549780532,,,,,,,,,,,,,False,False
61,1735533960,23781.9,23795.55,23781.5,23793.7,23793.7,0.051274076751412045,23713.1,-0.3476981077969592,,,,,,,,,,,,,False,False
62,1735534020,23792.65,23792.65,23784.0,23785.3,23793.7,0.04076709381054955,23713.1,-0.33546858065796087,,,,,,,,,,,,,False,False
63,1735534080,23785.35,23785.35,23766.9,23769.75,23793.7,0.1126348571260429,23713.1,-0.3046839088942399,,,,,,,,,,,,,False,False
64,1735534140,23769.4,23774.85,23769.2,23774.85,23793.7,0.10296843282045247,23713.1,-0.26040458649438497,,,,,,,,,,,,,False,False
65,1735534200,23774.5,23776.45,23761.9,23762.65,23793.7,0.1336488230077679,23713.1,-0.2671519118124673,,,,,,,,,,,,,False,False
66,1735534260,23762.45,23772.85,23762.45,23770.5,23793.7,0.1313372867607812,23713.1,-0.2519704298467935,,,,,,,,,,,,,False,False
67,1735534320,23770.85,23777.1,23764.8,23776.4,23793.7,0.12146072279637658,23713.1,-0.2698930127229253,,,,,,,,,,,,,False,False
68,1735534380,23776.8,23785.2,23776.55,23781.05,23793.7,0.07207790297432284,23713.1,-0.3040513471456798,,,,,,,,,,,,,False,False
69,1735534440,23780.35,23784.8,23771.7,23784.15,23793.7,0.09246144987958997,23713.1,-0.30236451581615537,,,,,,,,,,,,,False,False
70,1735534500,23784.0,23786.0,23776.8,23781.7,23793.7,0.0710272046802366,23713.1,-0.30742500980471327,0.10587330520928112,0.057249331334746245,0.16312263654402737,0.048623973874534876,-0.2701829368576916,0.043846233524422296,-0.22633670333326933,-0.3140291703821139,,,,,False,False
71,1735534560,23782.15,23792.6,23781.65,23789.35,23793.7,0.05064365777495418,23713.1,-0.3352577267417588,0.10167271342140533,0.05745737910962758,0.1591300925310329,0.044215334311777744,-0.2736005274159339,0.04562823150367619,-0.2279722959122577,-0.31922875891961006,,,,,False,False
72,1735534620,23790.25,23792.45,23787.75,23787.75,23793.7,0.0250066193992558,23713.1,-0.33462516499319866,0.09744549084021682,0.05925826890757597,0.1567037597477928,0.038187221932640854,-0.2761571311497349,0.04729718362979198,-0.2288599475199429,-0.32345431477952685,,,,,False,True
73,1735534680,23787.8,23795.3,23787.2,23793.65,23793.7,0.02731815564624249,23715.25,-0.3375465154278335,0.09126643505479953,0.05847943976136022,0.14974587481615975,0.032786995293439314,-0.27962616000402407,0.04865727515583044,-0.23096888484819364,-0.32828343515985453,,,,,False,False
74,1735534740,23792.9,23796.3,23789.8,23789.95,23793.7,0.016390893387751612,23715.25,-0.3417632114356765,0.0842382022109477,0.056828670638732134,0.14106687284967984,0.027409531572215567,-0.28374530583673385,0.049588944255247645,-0.2341563615814862,-0.3333342500919815,,,,,False,False
75,1735534800,23789.55,23802.15,23788.75,23802.15,23802.15,0.056297435315723385,23715.25,-0.36643088308156757,0.0782950593997431,0.05152313457847238,0.12981819397821548,0.02677192482127072,-0.2892349089351643,0.05118794897533439,-0.2380469599598299,-0.3404228579104987,,,,,False,False
76,1735534860,23802.55,23804.2,23799.15,23801.45,23802.15,0.012603903428891927,23725.05,-0.3336136277900424,0.07057222310171933,0.04644899303280563,0.11702121613452496,0.024123230068913704,-0.29585223107136044,0.045724813352047255,-0.2501274177193132,-0.3415770444234077,,,,,False,True
77,1735534920,23801.7,23802.25,23794.55,23794.95,23802.15,0.03192988868653539,23731.95,-0.2962251310996326,0.06514968485305936,0.04275219345912773,0.10790187831218709,0.02239749139393163,-0.30074477316180576,0.038342188435074226,-0.2624025847267315,-0.33908696159688,,,,,False,False
78,1735534980,23795.85,23799.15,23790.35,23791.3,23802.15,0.04957535348698714,23736.15,-0.2654179384609551,0.06160956241875656,0.04019801685125644,0.101807579270013,0.021411545567500113,-0.3026317085767564,0.03518699704368516,-0.26744471153307126,-0.3378187056204416,,,,,False,False
79,1735535040,23791.7,23800.5,23791.7,23797.4,23802.15,0.0439035969439766,23736.15,-0.2711054657136837,0.05863018610270273,0.038657568106132696,0.09728775420883543,0.019972617996570033,-0.3046150550164444,0.031701977368123316,-0.2729130776483211,-0.3363170323845677,,,,,False,False
80,1735535100,23797.15,23804.05,23797.15,23800.15,23802.15,0.02100650571481988,23738.45,-0.2763449172123645,0.05640380499237768,0.03924173338999915,0.09564553838237683,0.01716207160237853,-0.304848742050806,0.03146114387913068,-0.2733875981716753,-0.33630988592993666,,,,,False,False
81,1735535160,23800.55,23800.65,23792.1,23793.6,23802.15,0.04222307648680018,23738.45,-0.2620221623568545,0.056980266386842594,0.03891252521189188,0.09589279159873448,0.018067741174950712,-0.30306238369857313,0.032652991199746885,-0.27040939249882623,-0.33571537489832004,,,,,False,False
82,1735535220,23793.75,23797.9,23790.55,23795.55,23802.15,0.04873509325839129,23738.45,-0.25043758122371396,0.057828298057861854,0.03848157522536427,0.09630987328322613,0.01934672283249758,-0.3012501846175377,0.034344905691455985,-0.26690527892608173,-0.3355950903089937,,,,,False,False
83,1735535280,23796.7,23799.05,23793.7,23793.7,23802.15,0.03550099465804865,23738.45,-0.25528204242483626,0.05874686748902997,0.037630021022565345,0.09637688851159532,0.021116846466464625,-0.2992357014138521,0.035594443539317414,-0.2636412578745347,-0.3348301449531695,,,,,False,False
84,1735535340,23794.75,23794.95,23790.15,23791.15,23802.15,0.05041561371556771,23738.45,-0.2380104850990692,0.060050359937978255,0.036729151249406046,0.0967795111873843,0.02332120868857221,-0.29646642766889447,0.03769282346683247,-0.258773604202062,-0.3341592511357269,,,,,False,False
85,1735535400,23791.55,23793.0,23788.05,23788.05,23802.15,0.059238346115801234,23738.45,-0.22979596393193016,0.06038220449482781,0.036682359227254505,0.09706456372208232,0.023699845267573308,-0.2915538383411849,0.03840192845770927,-0.25315190988347563,-0.3299557667988942,,,,,False,False
86,1735535460,23789.15,23790.45,23785.3,23790.15,23802.15,0.07079192425895216,23738.45,-0.2190538977902938,0.061633239096844594,0.03649582680227579,0.09812906589912038,0.025137412294568805,-0.2867032265550321,0.03993545927225049,-0.2467677672827816,-0.3266386858272826,,,,,False,False
87,1735535520,23789.8,23790.0,23786.5,23786.95,23802.15,0.06575036288739233,23738.45,-0.21715823905941317,0.059679718503567486,0.03486554262809782,0.09454526113166531,0.024814175875469663,-0.2830563236452477,0.042156717756459516,-0.24089960588878817,-0.3252130414017072,,,,,False,False
88,1735535580,23787.45,23799.35,23785.95,23795.85,23802.15,0.06806107851601947,23738.45,-0.2565458149120849,0.05822524540754944,0.03368943973623326,0.0919146851437827,0.024535805671316177,-0.2828955414959851,0.04225411173802573,-0.24064142975795938,-0.32514965323401085,,,,,False,False
89,1735535640,23794.95,23802.7,23794.95,23801.05,23802.15,0.030249368229343685,23738.45,-0.270657941019738,0.05391693479178176,0.03003835137115995,0.0839552861629417,0.023878583420621807,-0.28304162604628813,0.0422033451511609,-0.24083828089512724,-0.32524497119744905,,,,,False,False
90,1735535700,23801.4,23826.05,23800.25,23819.3,23819.3,0.07997716137753533,23738.45,-0.36902156627748883,0.05177692956747985,0.02581562746737893,0.07759255703485878,0.025961302100100916,-0.28791875673090045,0.045119200128077554,-0.2427995566028229,-0.333037956858978,,,,,False,False
91,1735535760,23819.85,23825.4,23818.7,23825.2,23825.2,0.027282037506505714,23738.45,-0.3662833925551193,0.04785281768040189,0.02157179448215641,0.0694246121625583,0.026281023198245483,-0.29193502255724185,0.047663234567416064,-0.2442717879898258,-0.3395982571246579,,,,,True,True
92,1735535820,23825.3,23828.25,23820.75,23824.25,23825.2,0.018677702600610812,23748.8,-0.33454321902580647,0.04562780933149723,0.021717944880259413,0.06734575421175665,0.023909864451237817,-0.2932055172189138,0.04840092691403993,-0.24480459030487386,-0.3416064441329537,,,,,False,False
93,1735535880,23825.0,23835.4,23824.6,23833.45,23833.45,0.0371326853644864,23748.8,-0.36465000336860043,0.043322444143367916,0.019336397558599942,0.06265884170196787,0.023986046584767974,-0.29580074586693234,0.050536136861963725,-0.2452646090049686,-0.34633688272889607,,,,,False,False
94,1735535940,23833.85,23844.4,23833.25,23840.5,23840.5,0.030410436022734424,23748.8,-0.40254665498889286,0.041630078782638656,0.018568371902451957,0.06019845068509061,0.0230617068801867,-0.29976414774960647,0.05501868704674194,-0.24474546070286451,-0.3547828347963484,,,,,False,False
95,1735536000,23840.45,23844.1,23833.7,23836.05,23840.5,0.028522891717871993,23748.8,-0.40128343326820415,0.0407083801969269,0.01865033753650617,0.05935871773343307,0.022058042660420732,-0.30251521885487503,0.058416427122742254,-0.24409879173213278,-0.3609316459776173,,,,,False,True
96,1735536060,23836.85,23839.1,23833.95,23839.1,23840.5,0.027474255992950117,23748.8,-0.3802297379235973,0.040811198388330826,0.018566625162835516,0.059377823551166345,0.02224457322549531,-0.30441540939364164,0.06022019612265112,-0.24419521327099053,-0.36463560551629276,0.15914629022770707,0.01512468411467031,-0.20975747582560217,-0.3220373239911143,False,False
97,1735536120,23839.0,23839.7,23832.75,23834.95,23840.5,0.032507707472578175,23748.8,-0.3827561813649593,0.04102742971442815,0.018432383747127315,0.05945981346155547,0.022595045967300838,-0.3062991454743552,0.06198292183134114,-0.24431622364301409,-0.36828206730569635,0.15914629022770707,0.01512468411467031,-0.20975747582560217,-0.3220373239911143,False,False
98,1735536180,23835.55,23835.55,23828.25,23830.4,23840.5,0.051383150521171955,23748.8,-0.36528161422892946,0.04248544042832066,0.017770978624516015,0.06025641905283668,0.024714461803804648,-0.3072790789240741,0.06274915033117724,-0.24452992859289685,-0.3700282292552513,0.15914629022770707,0.01512468411467031,-0.20975747582560217,-0.3220373239911143,False,True
99,1735536240,23830.5,23830.8,23825.2,23825.3,23840.5,0.0641765063652158,23748.8,-0.34528060365155294,0.04281373505538285,0.018106834106511108,0.06092056916189396,0.024706900948871742,-0.3063978172811568,0.062026651341975124,-0.24437116593918165,-0.3684244686231319,0.15914629022770707,0.01512468411467031,-0.20975747582560217,-0.3220373239911143,False,False
100,1735536300,23824.35,23831.55,23818.2,23820.1,23840.5,0.09353830666302834,23752.45,-0.33301827811446205,0.04618600185680521,0.01970228080821811,0.06588828266502332,0.026483721048587098,-0.3063730110446743,0.06201541175526026,-0.24435759928941403,-0.36838842279993456,0.15914629022770707,0.01512468411467031,-0.20975747582560217,-0.3220373239911143,False,False
101,1735536360,23819.35,23823.1,23814.1,23816.7,23840.5,0.11073593255175627,23760.5,-0.26346246922412636,0.049469587017856066,0.023436155106287965,0.07290574212414402,0.0260334319115681,-0.30500790013319484,0.06260628189544405,-0.2424016182377508,-0.3676141820286389,0.1583615796651701,0.01512468411467031,-0.20975747582560217,-0.3220373239911143,False,False
102,1735536420,23817.05,23818.95,23805.75,23806.8,23840.5,0.14576036576414086,23760.5,-0.24599650680751975,0.05347729586273747,0.030587898134357066,0.08406519399709454,0.022889397728380407,-0.3041986738143017,0.06326233627664873,-0.24093633753765298,-0.36746101009095045,0.12965664532349974,0.01512468411467031,-0.21456494511473298,-0.3220373239911143,False,False
103,1735536480,23807.05,23807.05,23800.2,23804.65,23840.5,0.16904007885740346,23762.65,-0.1868478473570827,0.058691315942463594,0.038521527440184146,0.09721284338264774,0.020169788502279448,-0.30068793971611,0.06738245267360354,-0.23330548704250648,-0.36807039238971356,0.13523206308592278,0.01512468411467031,-0.22421741682849924,-0.3220373239911143,False,False
104,1735536540,23804.6,23808.3,23802.75,23803.7,23840.5,0.15834399446320338,23762.65,-0.1921082034200639,0.06441371130697958,0.042658654130377074,0.10707236543735665,0.021755057176602505,-0.2971780766414308,0.07081218281616483,-0.22636589382526598,-0.36799025945759567,0.13523206308592278,0.01512468411467031,-0.22421741682849924,-0.3220373239911143,True,False
105,1735536600,23803.9,23806.9,23793.45,23795.1,23840.5,0.19735324343029415,23762.65,-0.18621660462953415,0.07087746826295849,0.050230888207542346,0.12110835647050083,0.02064658005541614,-0.29401951173612584,0.0740644471410062,-0.21995506459511965,-0.368083958877132,0.15788259474423533,0.01512468411467031,-0.22345992555544097,-0.3220373239911143,False,False
106,1735536660,23794.75,23796.9,23788.9,23795.15,23840.5,0.21643841362386923,23762.65,-0.14413375612568463,0.07786510661152007,0.05806971929750007,0.13593482590902015,0.019795387314020002,-0.2895901856903746,0.07974496695673879,-0.20984521873363582,-0.36933515264711336,0.17315073089909538,0.01512468411467031,-0.17296050735082155,-0.3220373239911143,False,False
107,1735536720,23795.0,23798.0,23790.9,23791.75,23840.5,0.20804932782449423,23762.65,-0.14876286946110195,0.0850546204934553,0.0630633903714618,0.1481180108649171,0.0219912301219935,-0.2851518868168857,0.08455651435065865,-0.20059537246622705,-0.36970840116754433,0.17315073089909538,0.01512468411467031,-0.17296050735082155,-0.3220373239911143,True,False
108,1735536780,23791.65,23791.75,23778.35,23780.3,23840.5,0.26069084121558467,23762.65,-0.122461089146196,0.093816088305956,0.0720134949067622,0.1658295832127182,0.021802593399193798,-0.2803373286521826,0.09044218892009934,-0.18989513973208325,-0.3707795175722819,0.20855267297246774,0.01512468411467031,-0.14695330697543518,-0.3220373239911143,False,False
109,1735536840,23780.25,23781.9,23775.55,23778.9,23840.5,0.27243556133470664,23762.65,-0.08100948336991033,0.10269930560674374,0.08024205717679463,0.18294136278353837,0.022457248429949117,-0.2741378919620984,0.09877288999070344,-0.17536500197139498,-0.37291078195280186,0.21794844906776534,0.01512468411467031,-0.09721138004389239,-0.3220373239911143,False,False
110,1735536900,23779.2,23786.45,23774.25,23784.75,23840.5,0.2778884671042973,23762.65,-0.1001571794391588,0.11132832822529977,0.08747129680481694,0.19879962503011672,0.02385703142048283,-0.2691838620308012,0.10447299450269532,-0.16471086752810588,-0.3736568565334965,0.22231077368343788,0.01512468411467031,-0.09721138004389239,-0.3220373239911143,False,False
111,1735536960,23784.45,23788.0,23782.65,23786.85,23840.5,0.24265430674691615,23762.65,-0.10668002095725242,0.11869932588611326,0.0908518722121502,0.20955119809826345,0.02784745367396306,-0.2645806029432111,0.1091923361709733,-0.15538826677223783,-0.3737729391141844,0.22231077368343788,0.01512468411467031,-0.09721138004389239,-0.3220373239911143,True,False
112,1735537020,23786.0,23793.15,23779.95,23781.45,23840.5,0.25397957257607545,23762.65,-0.12835268793674107,0.12644592980528227,0.09421061461830836,0.22065654442359062,0.03223531518697391,-0.2592392226525718,0.11268211986773752,-0.1465571027848343,-0.37192134252030934,0.22231077368343788,0.01512468411467031,-0.09721138004389239,-0.3220373239911143,False,False
113,1735537080,23781.85,23787.25,23780.55,23782.75,23840.5,0.25146284683626907,23770.5,-0.07046549294293347,0.13566315808057083,0.09520599949365521,0.23086915757422605,0.04045715858691562,-0.2508978706493716,0.1190309133016828,-0.13186695734768877,-0.3699287839510544,0.22231077368343788,0.01512468411467031,-0.08455859153152016,-0.3220373239911143,True,False
114,1735537140,23782.35,23788.6,23782.35,23784.5,23840.5,0.24391266961683464,23776.4,-0.05131138439796221,0.14249380425720828,0.09690278294494648,0.23939658720215476,0.04559102131226181,-0.23765994640439134,0.12292591903056592,-0.11473402737382542,-0.36058586543495724,0.22231077368343788,0.01512468411467031,-0.061573661277554655,-0.3220373239911143,False,False
115,1735537200,23784.3,23784.95,23780.2,23784.45,23840.5,0.2529309368511536,23778.9,-0.025442724432161588,0.15189584172990198,0.09618245445333895,0.24807829618324093,0.055713387276563026,-0.22345825189926807,0.127039812222138,-0.09641843967713007,-0.35049806412140605,0.22231077368343788,0.01512468411467031,-0.030531269318593904,-0.3220373239911143,False,False
116,1735537260,23784.3,23791.8,23784.3,23787.85,23840.5,0.2357333109624409,23778.9,-0.05424977606196173,0.1609398254116449,0.09327217903896588,0.25421200445061076,0.06766764637267901,-0.21177935844244122,0.129248284922384,-0.08253107352005723,-0.3410276433648252,0.22231077368343788,0.01512468411467031,-0.030531269318593904,-0.3220373239911143,True,False
117,1735537320,23787.5,23790.05,23785.7,23789.3,23840.5,0.22986095090287229,23778.9,-0.04689031031712071,0.16897016980907764,0.09040183844477666,0.2593720082538543,0.07856833136430098,-0.19853937123196289,0.1291829794976062,-0.06935639173435668,-0.3277223507295691,0.22231077368343788,0.01512468411467031,-0.030531269318593904,-0.3220373239911143,False,False
118,1735537380,23789.0,23790.15,23786.35,23787.15,23840.5,0.2271344980180846,23778.9,-0.047310851216835086,0.17716700572555055,0.08610890461920914,0.2632759103447597,0.09105810110634141,-0.18373787940812716,0.12507782690375924,-0.05866005250436793,-0.3088157063118864,0.22231077368343788,0.01512468411467031,-0.030531269318593904,-0.3220373239911143,False,False
119,1735537440,23787.65,23787.65,23783.2,23787.4,23840.5,0.24034730815209107,23778.9,-0.03679732872420507,0.18599302307697638,0.08090956074779838,0.2669025838247748,0.10508346232917799,-0.16855095838546055,0.11951945080116402,-0.04903150758429653,-0.2880704091866246,0.22231077368343788,0.01512468411467031,-0.030531269318593904,-0.3220373239911143,False,False
120,1735537500,23787.0,23788.2,23781.95,23786.35,23840.5,0.24559048677670045,23778.9,-0.039110303672580615,0.19508119935963264,0.07431062621519373,0.2693918255748264,0.12077057314443891,-0.15433764862500152,0.11337725041284973,-0.04096039821215179,-0.26771489903785123,0.22231077368343788,0.01512468411467031,-0.030531269318593904,-0.3220373239911143,False,False
121,1735537560,23786.3,23791.15,23784.25,23788.5,23840.5,0.23594303810742226,23778.9,-0.0515162602138871,0.2035576714694178,0.06611016055914831,0.26966783202856615,0.1374475109102695,-0.14053598524370683,0.10414804907117545,-0.03638793617253139,-0.24468403431488228,0.22231077368343788,0.01512468411467031,-0.030531269318593904,-0.3220373239911143,True,False
122,1735537620,23788.4,23794.5,23788.4,23794.5,23840.5,0.218535685073713,23778.9,-0.0656043803540052,0.21052236040910702,0.0576442678728241,0.2681666282819311,0.15287809253628293,-0.12804943383225167,0.0934458651371725,-0.034603568695079176,-0.22149529896942416,0.22231077368343788,0.01512468411467031,-0.030531269318593904,-0.3220373239911143,False,False
123,1735537680,23793.4,23798.2,23792.35,23796.7,23840.5,0.20196724061995955,23778.9,-0.0811643936431007,0.21626364100305465,0.04858466524837713,0.2648483062514318,0.16767897575467752,-0.11704459174856614,0.08154520006346659,-0.03549939168509955,-0.19858979181203273,0.22231077368343788,0.01512468411467031,-0.030531269318593904,-0.3220373239911143,False,False
124,1735537740,23796.45,23797.55,23791.9,23793.95,23840.5,0.20385478492480671,23778.9,-0.07843087779501078,0.22086016093062877,0.0411128897419401,0.2619730506725689,0.17974727118868866,-0.10643678340192235,0.06759438598400015,-0.0388423974179222,-0.1740311693859225,0.22231077368343788,0.01512468411467031,-0.030531269318593904,-0.3220373239911143,False,False
125,1735537800,23793.2,23804.25,23790.9,23802.5,23840.5,0.20804932782449423,23778.9,-0.10660711807526227,0.22491488573365948,0.03395546693436598,0.25887035266802544,0.1909594187992935,-0.09990114377071968,0.05875699267816135,-0.04114415109255833,-0.15865813644888102,0.22231077368343788,0.01512468411467031,-0.030531269318593904,-0.3220373239911143,False,False
126,1735537860,23802.8,23807.05,23799.4,23804.75,23840.5,0.1723957131771504,23778.9,-0.11838226326700485,0.22602469187586824,0.03161016710481223,0.25763485898068045,0.194414524771056,-0.09458388362319821,0.0500972857387296,-0.04448659788446861,-0.14468116936192782,0.22231077368343788,0.022413243120732975,-0.030531269318593904,-0.3220373239911143,False,False
127,1735537920,23804.35,23808.9,23803.45,23803.6,23840.5,0.15540781443341906,23778.9,-0.12616226991156024,0.22545668085820222,0.03277951060961489,0.2582361914678171,0.19267717024858733,-0.09205531789630145,0.04665091587169629,-0.045404402024605155,-0.13870623376799773,0.22231077368343788,0.022413243120732975,-0.030531269318593904,-0.3220373239911143,False,False
128,1735537980,23804.1,23818.0,23801.0,23816.75,23840.5,0.16568444453765652,23778.9,-0.16443149178472738,0.22576253294463777,0.032154367971024944,0.2579169009156627,0.19360816497361283,-0.09090212157816242,0.04435572452222582,-0.046546397055936606,-0.13525784610038824,0.22231077368343788,0.022413243120732975,-0.030531269318593904,-0.3220373239911143,False,False
129,1735538040,23817.2,23826.3,23813.2,23824.9,23840.5,0.11451102116146587,23778.9,-0.19933638646025598,0.22231077368343657,0.039044922548357404,0.261355696231794,0.18326585113507918,-0.09144877915444251,0.04564364041826797,-0.04580513873617454,-0.13709241957271048,0.22231077368343788,0.022413243120732975,-0.030531269318593904,-0.3220373239911143,False,False
130,1735538100,23825.15,23827.3,23820.2,23823.85,23840.5,0.08514922086365333,23778.9,-0.20354179545730802,0.21684039065176094,0.048059855005984295,0.2649002456577452,0.16878053564577666,-0.09392411412659347,0.05002562241429668,-0.043898491712296796,-0.14394973654089016,0.22231077368343788,0.022413243120732975,-0.030531269318593904,-0.3220373239911143,False,False
131,1735538160,23822.75,23823.75,23819.5,23820.85,23840.5,0.08808540089343764,23778.9,-0.18861259351777646,0.21184189369630024,0.054782243843443025,0.2666241375397433,0.15705964985285722,-0.09558451929562158,0.05252386580011586,-0.04306065349550572,-0.14810838509573743,0.22231077368343788,0.022413243120732975,-0.030531269318593904,-0.3220373239911143,False,True
